"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","PINCP","PWGTP"
11,23,5,5,21,1,1,1,9000,12
11,66,5,1,1,2,6,1,0,21
11,64,5,1,1,1,1,1,13200,38
11,46,5,4,11,1,1,1,26400,12
11,23,1,5,21,1,1,2,10700,17
11,29,5,5,12,1,1,1,16000,19
11,64,5,3,9,2,6,1,0,19
11,69,1,5,14,2,6,2,15000,16
11,53,1,2,20,1,1,2,53000,14
11,23,1,1,19,2,1,2,3000,26
11,46,1,1,22,1,1,1,134000,18
11,43,1,1,21,2,1,1,33000,17
11,73,1,2,16,2,6,2,11100,13
11,59,1,4,16,1,6,2,33600,21
11,59,1,3,18,2,3,2,48700,11
11,54,1,5,20,2,1,1,68000,24
11,65,1,5,23,2,1,1,65000,42
11,64,1,5,16,2,1,1,90000,31
11,22,1,5,14,2,6,2,3800,25
11,2,1,5,NA,1,NA,2,NA,38
11,47,1,5,16,2,1,2,30500,44
11,9,1,5,7,1,NA,2,NA,50
11,6,1,5,4,2,NA,2,NA,56
11,84,1,1,19,1,6,2,49000,12
11,79,1,1,22,2,6,2,56400,12
11,78,1,3,22,1,3,1,56000,16
11,53,1,5,21,1,1,1,42000,14
11,60,1,5,21,2,1,1,240000,16
11,43,4,3,21,1,1,9,79000,9
11,63,1,5,24,2,1,2,120000,15
11,55,1,1,22,1,1,1,175000,13
11,40,5,1,21,2,1,6,58000,15
11,2,1,5,NA,2,NA,8,NA,17
11,0,1,5,NA,2,NA,8,NA,18
11,83,1,2,11,2,6,2,17000,15
11,65,1,5,12,1,6,2,7900,17
11,21,1,5,16,1,4,1,30000,18
11,18,1,5,16,1,6,2,0,23
11,43,1,1,23,1,1,1,110000,19
11,38,5,1,24,2,2,1,70000,28
11,6,1,5,2,2,NA,1,NA,14
11,2,1,5,NA,2,NA,1,NA,15
11,0,1,5,NA,1,NA,1,NA,37
11,20,1,5,19,1,1,1,22000,22
11,81,5,2,1,2,6,2,4300,9
11,33,1,5,22,2,1,1,92000,12
11,0,1,5,NA,1,NA,1,NA,17
11,32,1,5,22,1,1,1,55010,12
11,35,1,5,22,1,1,1,22000,18
11,37,1,1,21,2,1,1,370000,14
11,36,1,1,23,1,1,1,176000,15
11,25,1,5,14,1,6,2,0,11
11,89,1,5,22,2,6,2,38210,15
11,50,1,5,19,1,1,2,54600,38
11,40,1,5,16,1,1,2,68000,61
11,56,1,3,19,2,1,2,50000,12
11,23,1,5,21,1,1,1,35100,15
11,24,1,5,21,1,1,1,35100,22
11,18,1,5,18,1,6,2,3000,11
11,71,1,2,19,2,6,2,28600,12
11,42,1,3,19,2,1,2,32000,22
11,93,1,2,11,2,6,2,15700,20
11,27,1,1,23,1,1,6,83000,10
11,25,4,1,21,2,1,6,25000,10
11,75,1,2,16,2,6,2,7500,42
11,52,1,5,16,1,6,2,0,61
