"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","PINCP","PWGTP"
20,18,1,5,15,2,6,2,0,19
20,42,5,1,13,1,1,1,31000,8
20,39,1,1,19,2,1,1,30000,11
20,14,1,5,11,1,NA,1,NA,6
20,7,1,5,4,1,NA,1,NA,6
20,47,1,1,20,1,1,1,10000,19
20,34,1,1,21,2,1,1,57000,18
20,47,1,3,18,2,1,1,44460,29
20,18,1,5,14,2,1,1,5200,29
20,11,1,5,7,1,NA,1,NA,29
20,0,1,5,NA,2,NA,9,NA,16
20,39,1,1,20,2,1,1,60000,17
20,44,1,1,18,1,1,1,105000,11
20,14,1,5,11,2,NA,1,NA,13
20,8,1,5,5,1,NA,1,NA,11
20,41,1,1,21,1,1,1,75300,17
20,37,1,1,17,2,1,1,13000,19
20,18,3,5,14,2,1,1,4000,17
20,10,1,5,6,1,NA,1,NA,22
20,18,1,5,14,1,1,8,500,8
20,24,1,1,19,1,1,1,30000,42
20,25,1,1,20,2,1,1,38000,65
20,25,1,1,16,1,6,1,0,13
20,37,1,1,21,2,1,1,84000,17
20,38,1,1,20,1,1,1,45600,17
20,43,1,1,22,1,1,1,140500,25
20,41,1,1,22,2,1,1,20000,23
20,10,1,5,7,2,NA,1,NA,30
20,6,1,5,3,2,NA,1,NA,30
20,34,1,1,21,1,3,1,79000,18
20,35,1,1,22,2,2,1,28100,17
20,5,1,5,3,2,NA,1,NA,19
20,3,1,5,1,1,NA,1,NA,18
