"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","HISP","PINCP","PWGTP"
15,6,1,5,3,2,NA,7,1,NA,41
15,4,1,5,3,1,NA,7,1,NA,57
15,3,1,5,1,2,NA,7,1,NA,55
15,1,1,5,NA,1,NA,7,1,NA,57
15,49,1,5,1,1,6,6,1,0,17
15,31,1,5,19,2,1,9,1,31200,18
15,37,1,5,19,1,1,6,1,62000,30
15,83,1,1,16,1,6,6,1,17000,26
15,78,1,1,16,2,6,6,1,28200,20
15,66,1,3,20,2,6,1,1,1100,15
15,78,1,1,16,1,6,6,1,34000,10
15,79,1,1,16,2,6,6,1,18000,11
15,49,1,5,16,1,1,6,1,78000,10
15,81,1,1,16,1,6,1,1,39500,14
15,78,1,1,14,2,6,1,1,16240,15
15,65,1,3,16,2,1,1,1,60000,20
15,54,3,3,18,2,1,1,1,40000,18
15,55,1,1,23,1,1,6,1,318500,14
15,57,1,1,19,2,1,9,1,68100,15
15,57,1,1,22,2,1,1,1,101000,14
15,55,1,1,21,1,1,6,1,50000,14
15,66,1,2,20,1,1,6,1,42700,16
15,28,1,1,20,1,1,6,1,15000,17
15,41,1,5,19,2,1,6,1,58000,18
15,77,1,1,21,1,1,6,1,81700,15
15,74,1,1,21,2,1,6,1,18500,15
15,54,1,5,21,1,6,6,1,4600,15
15,41,4,1,19,1,1,6,1,44000,13
15,47,4,1,20,2,1,6,1,25000,14
15,6,1,5,3,1,NA,6,1,NA,14
15,50,1,1,21,1,1,1,1,37600,6
15,48,1,1,21,2,1,1,1,89000,5
15,13,1,5,9,1,NA,1,1,NA,6
15,22,1,5,16,1,6,7,1,0,7
15,29,1,5,21,1,6,7,1,0,12
15,21,1,5,16,1,4,1,1,23000,22
15,83,1,2,21,2,6,6,1,31600,14
15,58,1,1,21,2,6,6,1,34400,15
15,60,1,1,21,1,1,6,1,46800,14
15,59,1,3,22,2,1,1,1,49000,4
15,53,1,1,22,2,1,6,1,50000,8
15,56,1,1,21,1,1,6,23,90000,7
15,76,1,3,19,2,6,6,1,14000,9
15,72,1,5,16,2,6,6,1,32110,18
15,49,4,1,20,1,1,6,1,-9999,11
15,47,4,1,20,2,1,6,1,44000,14
15,22,1,5,16,1,6,6,1,600,14
15,16,1,5,13,2,6,6,1,0,12
15,68,1,3,18,2,3,9,1,38100,10
15,46,1,3,16,1,1,9,1,60000,6
15,47,1,4,22,2,6,1,1,0,7
15,40,1,5,22,1,1,9,1,40000,20
15,32,5,5,22,2,1,6,1,13000,22
15,27,1,5,21,1,6,1,1,100,14
15,28,1,5,21,1,6,1,1,20000,17
15,31,1,5,21,2,1,6,1,70000,15
15,64,1,1,13,1,1,7,1,30000,12
15,63,1,1,16,2,1,7,1,28000,8
15,40,1,5,16,2,6,7,1,0,9
15,21,1,5,16,1,3,7,1,0,13
